-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      name:  <unnamed>
       log:  /Users/echow/QSU/SEER-medicare/code/hcpcs.log
  log type:  text
 opened on:  13 Jul 2018, 12:14:18

.         tab hcpcs, sort

 HCPCS Code |      Freq.     Percent        Cum.
      36299 |         17        0.00       99.68
      36491 |         17        0.00       99.68
      36522 |         17        0.00       99.68
      37204 |         17        0.00       99.68
      42400 |         17        0.00       99.68
      42410 |         17        0.00       99.68
      47399 |         17        0.00       99.68
      49424 |         17        0.00       99.68
      49553 |         17        0.00       99.68
      57522 |         17        0.00       99.68
      64626 |         17        0.00       99.68
      67220 |         17        0.00       99.68
      71060 |         17        0.00       99.68
      75660 |         17        0.00       99.68
      75872 |         17        0.00       99.69
      78278 |         17        0.00       99.69
      78494 |         17        0.00       99.69
      78807 |         17        0.00       99.69
      83901 |         17        0.00       99.69
      85041 |         17        0.00       99.69
      85220 |         17        0.00       99.69
      85301 |         17        0.00       99.69
      86226 |         17        0.00       99.69
      86641 |         17        0.00       99.69
      95808 |         17        0.00       99.69
      95822 |         17        0.00       99.69
      96117 |         17        0.00       99.69
      A6246 |         17        0.00       99.69
      A6264 |         17        0.00       99.69
      C1036 |         17        0.00       99.69
      C1173 |         17        0.00       99.69
      G0102 |         17        0.00       99.69
      J3430 |         17        0.00       99.69
      J7502 |         17        0.00       99.69
      J9209 |         17        0.00       99.69
      11732 |         16        0.00       99.69
      15400 |         16        0.00       99.69
      15732 |         16        0.00       99.69
      24075 |         16        0.00       99.69
      26531 |         16        0.00       99.69
      26735 |         16        0.00       99.70
      28110 |         16        0.00       99.70
      28119 |         16        0.00       99.70
      28124 |         16        0.00       99.70
      28160 |         16        0.00       99.70
      31717 |         16        0.00       99.70
      36521 |         16        0.00       99.70
      38530 |         16        0.00       99.70
      42405 |         16        0.00       99.70
      43453 |         16        0.00       99.70
      43499 |         16        0.00       99.70
      46040 |         16        0.00       99.70
      46200 |         16        0.00       99.70
      50690 |         16        0.00       99.70
      53605 |         16        0.00       99.70
      58661 |         16        0.00       99.70
      60220 |         16        0.00       99.70
      62263 |         16        0.00       99.70
      62281 |         16        0.00       99.70
      62350 |         16        0.00       99.70
      64417 |         16        0.00       99.70
      64613 |         16        0.00       99.70
      67025 |         16        0.00       99.70
      67412 |         16        0.00       99.70
